NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES,SALE_DATE
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,53268,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,86159,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,117443,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,48705,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,83000,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,40776,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,42400,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,40280,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,118285,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,54900,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,113831,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,54890,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,118595,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,59168,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,40898,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,56900,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,35205,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,78850,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,69020,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,60385,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,59374,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,252288,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,53205,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,56580,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,85000,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,56005,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,114145,2012-11-21
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019.0,0,2.0,2,"7,532","112,850",2007.0,4, H2 ,59252,2012-11-21
