NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES
LITTLE ITALY             ,07  RENTALS - WALKUP APARTMENTS             ,2,478,12,C7, 164 ELIZABETH STREET                      ,10012,15,2,17,"2,795","13,707",1900,2, C7 ,9500000.0
LITTLE ITALY             ,07  RENTALS - WALKUP APARTMENTS             ,2,479,17,C4, 22 SPRING STREET                          ,10012,18,0,18,"1,909","9,310",1900,2, C4 ,3350000.0
LITTLE ITALY             ,07  RENTALS - WALKUP APARTMENTS             ,2,480,41,C7, 380 BROOME STREET                         ,10013,42,3,45,"6,529","28,112",1900,2, C7 ,19700000.0
LITTLE ITALY             ,07  RENTALS - WALKUP APARTMENTS             ,2,492,5,C7, 198 ELIZABETH STREET                      ,10012,27,2,29,"3,636","14,574",1900,2, C7 ,22625000.0
LITTLE ITALY             ,07  RENTALS - WALKUP APARTMENTS             ,2,494,4,C7, 230 MULBERRY STREET                       ,10012,18,2,20,"2,465","9,371",1900,2, C7 ,1100000.0
LITTLE ITALY             ,07  RENTALS - WALKUP APARTMENTS             ,2,495,31,C7, 239 MULBERRY                              ,10012,16,1,17,"2,636","15,120",1910,2, C7 ,4600000.0
LITTLE ITALY             ,07  RENTALS - WALKUP APARTMENTS             ,2,507,10,C1, 244 ELIZABETH STREET                      ,10012,20,0,20,"4,027","14,275",1900,2, C1 ,1.0
LITTLE ITALY             ,07  RENTALS - WALKUP APARTMENTS             ,2B,507,17,C7, 260 ELIZABETH STREET                      ,10012,8,2,10,"2,112","7,804",1925,2, C7 ,33500000.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2C,492,23,D0, 222 BOWERY                                ,10012,0,0,0,0,0,1900,2, D0 ,118472.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2C,492,23,D0, 222 BOWERY                                ,10012,0,0,0,0,0,1900,2, D0 ,262500.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2,510,6,D0," 284 LAFAYETTE STREET, 5A                  ",10012,0,0,0,0,0,1900,2, D0 ,2410000.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2,510,6,D0," 284 LAFAYETTE STREET, 6D                  ",10012,0,0,0,0,0,1900,2, D0 ,4300000.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2,510,6,D0," 284 LAFAYETTE STREET, 6A                  ",10012,0,0,0,0,0,1900,2, D0 ,3130000.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2,510,6,D0," 284 LAFAYETTE STREET, 5C                  ",10012,0,0,0,0,0,1900,2, D0 ,2650000.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2,510,6,D0," 284 LAFAYETTE STREET, 6B                  ",10012,0,0,0,0,0,1900,2, D0 ,3100000.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2,510,6,D0," 284 LAFAYETTE STREET, 5B                  ",10012,0,0,0,0,0,1900,2, D0 ,2850000.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2,510,37,D4," 292 LAFAYETTE STREET, 4W                  ",10012,0,0,0,0,0,1910,2, D4 ,1550000.0
LITTLE ITALY             ,10  COOPS - ELEVATOR APARTMENTS             ,2,510,37,D4," 292 LAFAYETTE STREET, 2E                  ",10012,0,0,0,0,0,1910,2, D4 ,2700000.0
LITTLE ITALY             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,470,1005,R4, 122-124 ELIZABETH STREET                  ,10013,1,0,1,0,0,0,2, R4 ,700000.0
LITTLE ITALY             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,492,1006,R4, 14 PRINCE STREET                          ,10012,1,0,1,0,0,1915,2, R4 ,875000.0
LITTLE ITALY             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,492,1021,R4, 14 PRINCE STREET                          ,10012,1,0,1,0,0,1915,2, R4 ,750000.0
LITTLE ITALY             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,492,1025,R4, 14 PRINCE STREET                          ,10012,1,0,1,0,0,1915,2, R4 ,1150000.0
LITTLE ITALY             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,492,1035,R4, 14 PRINCE STREET                          ,10012,1,0,1,0,0,1915,2, R4 ,1100000.0
LITTLE ITALY             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,508,1018,R4, 259 ELIZABETH STREET                      ,10012,1,0,1,0,0,0,2, R4 ,700000.0
LITTLE ITALY             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,508,1020,R4, 259 ELIZABETH STREET                      ,10012,1,0,1,0,0,0,2, R4 ,700000.0
LITTLE ITALY             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,510,1029,R4, 285 LAFAYETTE STREET                      ,10012,1,0,1,0,0,1900,2, R4 ,7900000.0
LITTLE ITALY             ,14  RENTALS - 4-10 UNIT                     ,2A,494,8,S3, 238 MULBERRY STREET                       ,10012,3,1,4,"2,475","6,375",1900,2, S3 ,325000.0
LITTLE ITALY             ,14  RENTALS - 4-10 UNIT                     ,2A,494,8,S3, 238 MULBERRY STREET                       ,10012,3,1,4,"2,475","6,375",1900,2, S3 ,650000.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,471,1104,R1, 176 MULBERRY STREET                       ,10013,1,0,1,0,0,0,2, R1 ,1495000.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,471,1105,R1, 176 MULBERRY STREET                       ,10013,1,0,1,0,0,0,2, R1 ,3362500.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,471,1106,R1, 176 MULBERRY STREET                       ,10013,1,0,1,0,0,1967,2, R1 ,1909218.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,480,1003,R1, 182 MULBERRY STREET                       ,10012,1,0,1,0,0,2002,2, R1 ,1250000.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,480,1005,R1, 182 MULBERRY STREET                       ,10012,1,0,1,0,0,2002,2, R1 ,1500000.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,480,1006,R1, 182 MULBERRY STREET                       ,10012,1,0,1,0,0,2002,2, R1 ,1505000.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,480,1009,R1, 182 MULBERRY STREET                       ,10012,1,0,1,0,0,2002,2, R1 ,1505000.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,480,1103,R1, 372 BROOME STREET                         ,10013,1,0,1,0,0,1900,2, R1 ,2494712.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,480,1104,R1, 372 BROOME STREET                         ,10013,1,0,1,0,0,1900,2, R1 ,3563875.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,480,1105,R1, 372 BROOME STREET                         ,10013,1,0,1,0,0,1900,2, R1 ,2900000.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,480,1110,R1, 372 BROOME STREET                         ,10013,1,0,1,0,0,1900,2, R1 ,6694993.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,481,1206,R1, 201 MULBERRY STREET                       ,10012,1,0,1,0,0,1910,2, R1 ,1445915.0
LITTLE ITALY             ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,481,1209,R1, 201 MULBERRY STREET                       ,10012,1,0,1,0,0,1910,2, R1 ,6396771.0
LITTLE ITALY             ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,471,1101,R8, 176 MULBERRY STREET                       ,10013,0,1,1,0,0,1969,2, R8 ,1100000.0
LITTLE ITALY             ,17  CONDOPS                                 ,2,472,1002,R9," 240 CENTRE STREET, 6N                     ",10013,0,0,0,0,0,1905,2, R9 ,2800000.0
LITTLE ITALY             ,17  CONDOPS                                 ,2,472,1002,R9," 240 CENTRE STREET, 5B                     ",10013,0,0,0,0,0,1905,2, R9 ,2702500.0
LITTLE ITALY             ,17  CONDOPS                                 ,2,472,1002,R9," 240 CENTRE STREET, 6B                     ",10013,0,0,0,0,0,1905,2, R9 ,4300000.0
LITTLE ITALY             ,17  CONDOPS                                 ,2,494,1102,R9," 45 SPRING STREET, RES1                    ",10012,0,0,0,0,0,1900,2, R9 ,345000.0
LITTLE ITALY             ,17  CONDOPS                                 ,2,494,1102,R9," 214 MULBERRY STREET, 4A                   ",10012,0,0,0,0,0,1900,2, R9 ,525000.0
LITTLE ITALY             ,21  OFFICE BUILDINGS                        ,4,492,8,O9, 204 ELIZABETH STREET                      ,10012,0,3,3,"4,875","14,359",1922,4, O9 ,22625000.0
LITTLE ITALY             ,23  LOFT BUILDINGS                          ,4,507,26,L8, 276 BOWERY                                ,10012,3,1,4,"3,325","10,779",1900,4, L8 ,17487180.0
LITTLE ITALY             ,23  LOFT BUILDINGS                          ,4,507,33,L8, 262 BOWERY                                ,10012,4,2,6,"3,378","14,291",1920,4, L8 ,5299145.0
LITTLE ITALY             ,30  WAREHOUSES                              ,4,492,30,E9, 210 BOWERY                                ,10012,0,1,1,"2,500","9,200",1910,4, E9 ,7500000.0
LOWER EAST SIDE          ,                                            ,4,283,1101,RK, 135 DIVISION STREET                       ,10002,0,0,1,0,0,1988,4, RK ,825000.0
LOWER EAST SIDE          ,                                            ,4,284,1203,RB, 173 EAST BROADWAY                         ,10002,0,0,1,0,0,1912,4, RB ,45000.0
LOWER EAST SIDE          ,                                            ,4,294,1155,RB, 2 ALLEN STREET                            ,10002,0,0,1,0,0,2011,4, RB ,466860.0
LOWER EAST SIDE          ,                                            ,4,350,1003,RK, 20 CLINTON STREET                         ,10002,0,0,1,0,0,0,4, RK ,470000.0
LOWER EAST SIDE          ,                                            ,4,350,1005,RK, 20 CLINTON STREET                         ,10002,0,0,1,0,0,0,4, RK ,1218150.0
LOWER EAST SIDE          ,                                            ,4,419,1001,RK, 302 BROOME STREET                         ,10002,0,0,1,0,0,1990,4, RK ,1726000.0
LOWER EAST SIDE          ,02  TWO FAMILY HOMES                        ,1,348,43,S2, 88 CLINTON STREET                         ,10002,2,1,3,"2,500","7,000",1910,1, S2 ,3400000.0
LOWER EAST SIDE          ,04  TAX CLASS 1 CONDOS                      ,1A,246,1026,R3, 307 CHERRY STREET                         ,10002,1,0,1,0,0,1986,1, R3 ,650000.0
LOWER EAST SIDE          ,04  TAX CLASS 1 CONDOS                      ,1A,246,1039,R3, 311 CHERRY STREET                         ,10002,1,0,1,0,0,1986,1, R3 ,585000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,273,20,C7, 197 MADISON STREET                        ,10002,20,4,24,"2,115","11,321",1901,2, C7 ,3300000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,283,4,C1, 113 HENRY STREET                          ,10002,22,0,22,"2,188","8,855",1900,2, C1 ,2950000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2B,286,5,C1, 217 HENRY STREET                          ,10002,10,0,10,"2,056","6,456",1900,2, C1 ,10.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,286,15,C4, 237 HENRY STREET                          ,10002,20,0,20,"2,300","8,680",1900,2, C4 ,3350000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2B,286,16,C4, 239 HENRY STREET                          ,10002,9,0,9,"2,308","6,095",1900,2, C4 ,1400000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,286,21,C7, 259 EAST BROADWAY                         ,10002,15,3,18,"2,185","12,076",1900,2, C7 ,3500000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,286,40,C7, 223 EAST BROADWAY                         ,10002,26,7,33,"4,282","21,309",1910,2, C7 ,11300000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,344,69,C7, 210 RIVINGTON STREET                      ,10002,20,3,23,"3,045","14,096",1920,2, C7 ,7625000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,345,29,C7, 200 STANTON STREET                        ,10002,10,2,12,"2,000","10,610",1920,2, C7 ,3920000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,348,5,C4, 104 SUFFOLK STREET                        ,10002,20,0,20,"2,525","9,858",1920,2, C4 ,5500000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,348,44,C7, 86 CLINTON STREET                         ,10002,18,3,21,"2,500","7,000",1920,2, C7 ,4500000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,350,1,C1, 166 SUFFOLK STREET                        ,10002,19,0,19,"1,650","7,425",1910,2, C1 ,4300000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,355,67,C1, 157 SUFFOLK STREET                        ,10002,35,2,35,"5,000","22,398",1900,2, C1 ,18000000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,409,43,C7, 101 DELANCEY STREET                       ,10002,20,5,25,"2,884","16,312",1920,2, C7 ,7000000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,411,64,C7, 139 ESSEX STREET                          ,10002,16,2,18,"2,250","9,150",1900,2, C7 ,4750000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,412,27,C7, 177 LUDLOW STREET                         ,10002,15,1,16,"2,196","9,540",1900,2, C7 ,5895000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,412,28,C7, 175 LUDLOW STREET                         ,10002,16,1,17,"2,187","8,000",1910,2, C7 ,5325000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,413,45,C7, 81 ORCHARD STREET                         ,10002,30,3,33,"4,435","18,647",1910,2, C7 ,26000000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2,414,5,C7, 55 DELANCEY STREET                        ,10002,30,3,33,"4,368","21,865",1900,2, C7 ,18300000.0
LOWER EAST SIDE          ,07  RENTALS - WALKUP APARTMENTS             ,2B,420,44,C4, 148 FORSYTH STREET                        ,10002,8,2,10,"2,527","6,720",1910,2, C4 ,2000000.0
LOWER EAST SIDE          ,08  RENTALS - ELEVATOR APARTMENTS           ,2,336,5,D3, 16 BIALYSTOKER PLACE                      ,10002,128,0,128,"18,375","98,052",1982,2, D3 ,27500000.0
LOWER EAST SIDE          ,08  RENTALS - ELEVATOR APARTMENTS           ,2,411,45,D1, 144 LUDLOW STREET                         ,10002,52,0,52,"8,904","34,904",1900,2, D1 ,11850000.0
LOWER EAST SIDE          ,08  RENTALS - ELEVATOR APARTMENTS           ,2,411,58,D5, 149-151 ESSEX STREET                      ,10002,22,3,25,"6,725","30,870",1910,2, D5 ,19100000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2C,348,6,C6," 106 SUFFOLK STREET, 4A                    ",10002,0,0,0,0,0,1920,2, C6 ,830000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,348,9,C6," 114 SUFFOLK STREET, 1A                    ",10002,0,0,0,0,0,1920,2, C6 ,270000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,348,11,C6," 118 SUFFOLK, 3B                           ",10002,0,0,0,0,0,1910,2, C6 ,490000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,348,11,C6," 118 SUFFOLK STREET, 4A/4B                 ",10002,0,0,0,0,0,1910,2, C6 ,895000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,348,53,C6," 175 RIVINGTON STREET, 2B                  ",10002,0,0,0,0,0,1920,2, C6 ,353000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,348,53,C6," 175 RIVINGTON STREET, 4B                  ",10002,0,0,0,0,0,1920,2, C6 ,359000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,348,53,C6," 175 RIVINGTON STREET, 4C                  ",10002,0,0,0,0,0,1920,2, C6 ,360000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,348,73,C6," 172 DELANCEY STREET, 6D                   ",10002,0,0,0,0,0,1920,2, C6 ,244000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2C,350,7,C6," 178 SUFFOLK STREET, 5                     ",10002,0,0,0,0,0,1910,2, C6 ,1610000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,354,27,C6," 139 NORFOLK, 2B                           ",10002,0,0,0,0,0,1920,2, C6 ,370000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,354,27,C6," 139 NORFOLK STREET, B                     ",10002,0,0,0,0,0,1920,2, C6 ,400000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,354,27,C6," 139 NORFOLK STREET, 2-D                   ",10002,0,0,0,0,0,1920,2, C6 ,435000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,354,27,C6," 139 NORFOLK STREET, 2C                    ",10002,0,0,0,0,0,1920,2, C6 ,590000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,354,31,C6," 128 RIVINGTON STREET, 5R                  ",10002,0,0,0,0,0,1920,2, C6 ,67500.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,355,40,C6," 170 NORFOLK STREET, 9                     ",10002,0,0,0,0,0,1900,2, C6 ,385000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,355,40,C6," 170 NORFOLK STREET, 6                     ",10002,0,0,0,0,0,1900,2, C6 ,469000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,355,40,C6," 170 NORFOLK STREET, 16                    ",10002,0,0,0,0,0,1900,2, C6 ,425000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,414,32,C6," 132 ELDRIDGE ST, 9                        ",10002,0,0,0,0,0,1900,2, C6 ,412500.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,414,32,C6," 132 ELDRIDGE STREET, 13                   ",10002,0,0,0,0,0,1900,2, C6 ,345000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,416,55,C6, 85 STANTON STREET                         ,10002,0,0,0,0,0,1900,2, C6 ,735000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,416,55,C6," 85 STANTON STREET, 3A                     ",10002,0,0,0,0,0,1900,2, C6 ,637500.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,421,43,C6," 172 FORSYTH STREET, 3B                    ",10002,0,0,0,0,0,1900,2, C6 ,270000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,421,43,C6," 172 FORSYTH STREET, 5 C                   ",10002,0,0,0,0,0,1900,2, C6 ,313200.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,421,43,C6," 172 FORSYTH STREET, 5B                    ",10002,0,0,0,0,0,1900,2, C6 ,312000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,422,60,C6," 237 ELDRIDGE STREET, 2                    ",10002,0,0,0,0,0,1900,2, C6 ,190000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,422,60,C6," 237 ELDRIDGE STREET, 33                   ",10002,0,0,0,0,0,1900,2, C6 ,385000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,422,60,C6," 237 ELDRIDGE STREET, 3-4                  ",10002,0,0,0,0,0,1900,2, C6 ,500000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2,422,60,C6," 237 ELDRIDGE STREET, 27                   ",10002,0,0,0,0,0,1900,2, C6 ,415000.0
LOWER EAST SIDE          ,09  COOPS - WALKUP APARTMENTS               ,2C,426,46,C6," 6 RIVINGTON STREET, 5                     ",10002,0,0,0,0,0,1900,2, C6 ,1395000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 455 FDR DRIVE, B204                       ",10002,0,0,0,0,0,1955,2, D4 ,315000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND STREET, E101                    ",10002,0,0,0,0,0,1955,2, D4 ,450000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND STREET, E1501                   ",10002,0,0,0,0,0,1955,2, D4 ,450000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 573 GRAND STREET, D1603                   ",10002,0,0,0,0,0,1955,2, D4 ,442000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 457 FDR DRIVE, A105                       ",10002,0,0,0,0,0,1955,2, D4 ,485000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 457 FDR DRIVE, A1301                      ",10002,0,0,0,0,0,1955,2, D4 ,420000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 457 FDR DRIVE, A202                       ",10002,0,0,0,0,0,1955,2, D4 ,360000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 577 GRAND STREET, F1706                   ",10002,0,0,0,0,0,1955,2, D4 ,580000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 577 GRAND STREET, F1903                   ",10002,0,0,0,0,0,1955,2, D4 ,518000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND STREET, E904                    ",10002,0,0,0,0,0,1955,2, D4 ,410000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 455 FDR DRIVE, B1403                      ",10002,0,0,0,0,0,1955,2, D4 ,830000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 455 FDR DRIVE, B404                       ",10002,0,0,0,0,0,1955,2, D4 ,345000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 455 FDR DRIVE, B403                       ",10002,0,0,0,0,0,1955,2, D4 ,319000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 455 FDR DRIVE, B707                       ",10002,0,0,0,0,0,1955,2, D4 ,385000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND STREET, E901                    ",10002,0,0,0,0,0,1955,2, D4 ,490000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 453 FDR DRIVE, C402                       ",10002,0,0,0,0,0,1955,2, D4 ,310000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 577 GRAND STREET, F1101                   ",10002,0,0,0,0,0,1955,2, D4 ,354000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 577 GRAND STREET, F603                    ",10002,0,0,0,0,0,1955,2, D4 ,400000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND STREET, E1007                   ",10002,0,0,0,0,0,1955,2, D4 ,71460.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 573 GRAND STREET, D-501                   ",10002,0,0,0,0,0,1955,2, D4 ,350000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND STREET, E1102                   ",10002,0,0,0,0,0,1955,2, D4 ,845000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 453 FDR DRIVE, C104                       ",10002,0,0,0,0,0,1955,2, D4 ,502500.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 453 FDR DRIVE, C1903                      ",10002,0,0,0,0,0,1955,2, D4 ,539250.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 453 FDR DRIVE, C206                       ",10002,0,0,0,0,0,1955,2, D4 ,490000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 453 FDR DRIVE, C1502                      ",10002,0,0,0,0,0,1955,2, D4 ,425000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 455 F D R DRIVE, B1503                    ",10002,0,0,0,0,0,1955,2, D4 ,320000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND STREET, E305                    ",10002,0,0,0,0,0,1955,2, D4 ,675000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 453 FDR DRIVE, C305                       ",10002,0,0,0,0,0,1955,2, D4 ,555000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND ST, E1303                       ",10002,0,0,0,0,0,1955,2, D4 ,300000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 573 GRAND STREET, D306                    ",10002,0,0,0,0,0,1955,2, D4 ,515000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 457 FDR DRIVE, A1705                      ",10002,0,0,0,0,0,1955,2, D4 ,525000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 455 FDR DRIVE, B-402                      ",10002,0,0,0,0,0,1955,2, D4 ,500000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 577 GRAND STREET, F301                    ",10002,0,0,0,0,0,1955,2, D4 ,350000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 457 FDR DRIVE, A605                       ",10002,0,0,0,0,0,1955,2, D4 ,540000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 575 GRAND STREET, E1205                   ",10002,0,0,0,0,0,1955,2, D4 ,685000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 457 FDR DRIVE, A1905                      ",10002,0,0,0,0,0,1955,2, D4 ,1020000.0
LOWER EAST SIDE          ,10  COOPS - ELEVATOR APARTMENTS             ,2,263,8,D4," 577 GRAND STREET, F1605                   ",10002,0,0,0,0,0,1955,2, D4 ,575000.0
