NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1306,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,2214693.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1307,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,1654656.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1308,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,1069162.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1309,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,1374637.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1310,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,1649565.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1311,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,1705568.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1312,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,2036500.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1314,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,2214693.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1317,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,2418343.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1318,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,2749275.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1319,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,2189237.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1320,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,2291062.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1323,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,1603743.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1324,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,2927468.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1325,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,3640243.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1328,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,3232943.0
                         ,13  CONDOS - ELEVATOR APARTMENTS            ,  ,738,1333,  , 345 WEST 14TH   STREET                    ,10014,0,0,0,0,0,0,2, R4 ,6898643.0
ALPHABET CITY            ,                                            ,4,384,1401,RK, 229 EAST 2ND   STREET                     ,10009,0,0,1,0,0,2008,4, RK ,360000.0
ALPHABET CITY            ,03  THREE FAMILY HOMES                      ,1,377,66,C0, 243 EAST 7TH   STREET                     ,10009,3,0,3,"2,381","3,084",1899,1, C0 ,3150000.0
ALPHABET CITY            ,04  TAX CLASS 1 CONDOS                      ,1C,399,1102,R6, 238 EAST 4TH   STREET                     ,10009,1,0,1,0,0,1955,1, R6 ,3450000.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,375,62,C4, 715 EAST 5TH   STREET                     ,10009,20,0,20,"2,426","9,345",1900,2, C4 ,3650000.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,376,30,C4, 274 EAST SEVENTH STREET                   ,10009,13,0,13,"2,726","13,002",1910,2, C4 ,895250.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,385,1,C7, 17 AVENUE B                               ,10009,7,1,8,"2,093","5,852",1997,2, C7 ,283.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,391,55,C4, 309 EAST 8TH   STREET                     ,10009,17,0,17,"2,164","9,071",1900,2, C4 ,3500000.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,397,33,C7, 14 AVENUE B                               ,10009,25,2,27,"3,574","18,212",1925,2, C7 ,13185684.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,398,53,C7, 170 EAST 2ND STREET                       ,10009,36,3,39,"4,452","17,664",1900,2, C7 ,3810602.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,400,56,C4, 203 EAST 4TH STREET                       ,10009,10,1,10,"2,404","6,975",1900,2, C4 ,7333333.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,400,57,C4, 201 EAST 4TH STREET                       ,10009,9,1,9,"2,404","6,875",1900,2, C4 ,7333333.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,400,58,C4, 199 EAST 4TH STREET                       ,10009,9,1,10,"2,404","7,110",1900,2, C4 ,7333333.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,400,60,C4, 195 EAST FOURTH STREET                    ,10009,18,2,18,"2,404","8,975",1913,2, C4 ,7000000.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,404,4,C7, 500 EAST 11 STREET                        ,10009,25,2,27,"3,020","15,162",1920,2, C7 ,12603963.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,404,43,C4, 325 EAST 10TH   STREET                    ,10009,18,0,18,"2,370","11,000",1900,2, C4 ,8500000.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,405,10,C7, 504 EAST 12TH   STREET                    ,10009,28,2,30,"3,872","15,428",1930,2, C7 ,8892981.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,405,12,C7, 508 EAST 12TH   STREET                    ,10009,28,2,30,"3,872","15,428",1930,2, C7 ,9528194.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,406,14,C1, 516 EAST 13TH   STREET                    ,10009,10,0,10,"2,581","10,010",1910,2, C1 ,4653771.0
ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,406,15,C1, 518 EAST 13TH   STREET                    ,10009,10,0,10,"2,581","10,010",1910,2, C1 ,4653771.0
ALPHABET CITY            ,08  RENTALS - ELEVATOR APARTMENTS           ,2,404,48,D1, 315 EAST 10TH   STREET                    ,10009,12,1,12,"2,369","9,348",1920,2, D1 ,9600000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,373,49,C6," 311 EAST 3RD STREET, 31                   ",10009,0,0,0,0,0,1920,2, C6 ,355000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,373,49,C6," 311 EAST 3RD STREET, 14                   ",10009,0,0,0,0,0,1920,2, C6 ,294500.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,373,49,C6," 311 EAST 3RD ST, 11                       ",10009,0,0,0,0,0,1920,2, C6 ,244000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,373,49,C6," 311 EAST 3RD   STREET, 22                 ",10009,0,0,0,0,0,1920,2, C6 ,375000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,374,65,C6," 309 EAST 4TH STREET, 5B                   ",10009,0,0,0,0,0,1900,2, C6 ,25423.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,376,18,C6," 252 EAST 7TH STREET, 15/16                ",10009,0,0,0,0,0,1928,2, C6 ,510000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,376,19,C6," 254 EAST 7TH STREET, 18                   ",10009,0,0,0,0,0,1910,2, C6 ,304200.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,376,19,C6," 254 EAST 7TH STREET, 21                   ",10009,0,0,0,0,0,1910,2, C6 ,372000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,377,62,C6," 249 EAST 7TH STREET, 10                   ",10009,0,0,0,0,0,2001,2, C6 ,960000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,377,62,C6," 249 EAST 7TH STREET, 15                   ",10009,0,0,0,0,0,2001,2, C6 ,346000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,377,67,C6," 241 EAST 7TH STREET, 2B                   ",10009,0,0,0,0,0,1900,2, C6 ,303000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,377,67,C6," 241 EAST 7TH STREET, 6B                   ",10009,0,0,0,0,0,1900,2, C6 ,302000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,386,20,C6," 268 EAST 4TH STREET, 3D                   ",10009,0,0,0,0,0,1923,2, C6 ,309000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,387,15,C6," 610-12 EAST 5TH STREET, 2A                ",10009,0,0,0,0,0,1900,2, C6 ,245000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,389,17,C6," 198 EAST 7 STREET, 8                      ",10009,0,0,0,0,0,1930,2, C6 ,747000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,389,26,C6," 216 EAST 7TH STREET, 7                    ",10009,0,0,0,0,0,1925,2, C6 ,531000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,389,48,C6," 625 EAST 6TH   STREET, 1B                 ",10009,0,0,0,0,0,1910,2, C6 ,319900.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,389,54,C6," 613 EAST 6TH STREET, 1A                   ",10009,0,0,0,0,0,1939,2, C6 ,554946.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,389,54,C6," 613 EAST 6TH STREET, 1B                   ",10009,0,0,0,0,0,1939,2, C6 ,545000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,389,54,C6," 613 EAST 6TH STREET, 5B                   ",10009,0,0,0,0,0,1939,2, C6 ,707000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,391,48,C6," 323 EAST 8TH STREET, 6D                   ",10009,0,0,0,0,0,1910,2, C6 ,340000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,391,56,C6," 307 EAST 8TH STREET, 3A                   ",10009,0,0,0,0,0,1900,2, C6 ,687000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,392,36,C6," 149 AVENUE C, 2F                          ",10009,0,0,0,0,0,1900,2, C6 ,460000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,394,52,C6," 633 EAST 11TH STREET, 12                  ",10009,0,0,0,0,0,1937,2, C6 ,370000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,396,20,C6," 636 EAST 14TH STREET, 17                  ",10009,0,0,0,0,0,1920,2, C6 ,327447.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,396,20,C6," 632 EAST 14TH STREET, 10                  ",10009,0,0,0,0,0,1920,2, C6 ,310000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,396,20,C6," 628 EAST 14TH STREET, 2                   ",10009,0,0,0,0,0,1920,2, C6 ,260000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,397,25,C6," 185 EAST 2ND   STREET, 2D                 ",10009,0,0,0,0,0,1915,2, C6 ,375000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,400,47,C6," 223 EAST 4TH STREET, 1                    ",10009,0,0,0,0,0,1937,2, C6 ,445000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,401,57,C6," 513 EAST 5TH   STREET, 1B                 ",10009,0,0,0,0,0,1929,2, C6 ,575000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,402,39,C6," 102 AVENUE B, 4                           ",10009,0,0,0,0,0,1900,2, C6 ,886000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,404,10,C6," 512 EAST 11TH STREET, 4C                  ",10009,0,0,0,0,0,1929,2, C6 ,257500.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,404,10,C6," 512 EAST 11TH STREET, 2D                  ",10009,0,0,0,0,0,1929,2, C6 ,295000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,404,13,C6," 518 EAST 11TH STREET, 1B                  ",10009,0,0,0,0,0,1900,2, C6 ,295000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,404,13,C6," 518 EAST 11TH STREET, 2B                  ",10009,0,0,0,0,0,1900,2, C6 ,645000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,404,21,C6," 534 E 11TH STREET, 27/28                  ",10009,0,0,0,0,0,1920,2, C6 ,500000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,404,26,C6," 544 EAST 11TH STREET, 4B                  ",10009,0,0,0,0,0,1928,2, C6 ,587000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,404,27,C6," 546 EAST 11TH   STREET, 2A                ",10009,0,0,0,0,0,1900,2, C6 ,520000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,404,27,C6," 546 EAST 11TH STREET, 2B                  ",10009,0,0,0,0,0,1900,2, C6 ,550000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,404,27,C6," 546 EAST 11TH STREET, 5B                  ",10009,0,0,0,0,0,1900,2, C6 ,550000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,404,49,C6," 313 EAST 10TH STREET, 3                   ",10009,0,0,0,0,0,1900,2, C6 ,845000.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,404,50,C6," 311 EAST 10TH STREET, 3A                  ",10009,0,0,0,0,0,1900,2, C6 ,529790.0
ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,406,61,C6," 507 EAST 12TH STREET, 4B                  ",10009,0,0,0,0,0,1900,2, C6 ,470000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,385,56,D4," 226 EAST 2ND STREET, 1B                   ",10009,0,0,0,0,0,1900,2, D4 ,909000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,385,56,D4," 228 EAST 2ND STREET, 1D                   ",10009,0,0,0,0,0,1900,2, D4 ,870000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,385,56,D4," 226-228 EAST 2ND STREET, 5-A              ",10009,0,0,0,0,0,1900,2, D4 ,538000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,386,36,D0," 300 EAST 4 STREET, 4B                     ",10009,0,0,0,0,0,1940,2, D0 ,685000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,386,36,D0," 300 EAST 4TH   STREET, 2C                 ",10009,0,0,0,0,0,1940,2, D0 ,760000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,387,44,D4," 283-85 EAST 4TH STREET, 1B                ",10009,0,0,0,0,0,1920,2, D4 ,260000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,389,30,D4," 224 EAST 7TH STREET, 9                    ",10009,0,0,0,0,0,1950,2, D4 ,355500.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,389,30,D4," 224 EAST 7TH STREET, 7                    ",10009,0,0,0,0,0,1950,2, D4 ,825000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,398,8,D4," 160 EAST 3RD STREET, 5G                   ",10009,0,0,0,0,0,1940,2, D4 ,621000.0
ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,398,8,D4," 160 EAST 3RD STREET, 6E                   ",10009,0,0,0,0,0,1940,2, D4 ,875000.0
ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,393,1008,R2, 642 EAST 11TH   STREET                    ,10009,1,0,1,0,0,0,2, R2 ,1062500.0
ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,393,1028,R2, 383 EAST 10 STREET                        ,10009,1,0,1,0,0,0,2, R2 ,825000.0
ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,393,1032,R2, 385 EAST 10TH STREET                      ,10009,1,0,1,0,0,0,2, R2 ,10.0
ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,394,1111,R2, 625 EAST 11TH   STREET                    ,10009,1,0,1,0,0,0,2, R2 ,1150000.0
ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,398,1021,R2, 182 EAST 2ND   STREET                     ,10009,1,0,1,0,0,0,2, R2 ,725000.0
ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,398,1034,R2, 182 EAST 2ND   STREET                     ,10009,1,0,1,0,0,0,2, R2 ,795000.0
ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,407,1111,R2, 503 EAST 13TH STREET                      ,10009,1,0,1,0,0,0,2, R2 ,980000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,375,1022,R4, 754 EAST 6TH STREET                       ,10009,1,0,1,0,0,0,2, R4 ,780000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1212,R4, 310 EAST HOUSTON STREET                   ,10002,1,0,1,0,0,0,2, R4 ,510000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1217,R4, 310 EAST HOUSTON STREET                   ,10002,1,0,1,0,0,2005,2, R4 ,975000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1218,R4, 310 EAST HOUSTON STREET                   ,10002,1,0,1,0,0,2005,2, R4 ,560000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1221,R4, 310 EAST HOUSTON STREET                   ,10002,1,0,1,0,0,0,2, R4 ,870000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,1037,R4, 143 AVENUE B                              ,10009,1,0,1,0,0,1928,2, R4 ,850000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,1038,R4, 143 AVENUE B                              ,10009,1,0,1,0,0,1928,2, R4 ,750000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,397,1002,R4, 175 EAST 2ND   STREET                     ,10009,1,0,1,0,0,1900,2, R4 ,500000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,397,1113,R4, 240 EAST HOUSTON STREET                   ,10002,1,0,1,0,0,0,2, R4 ,1100000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,397,1114,R4, 240 EAST HOUSTON STREET                   ,10002,1,0,1,0,0,0,2, R4 ,1100000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,397,1117,R4, 240 EAST HOUSTON STREET                   ,10002,1,0,1,0,0,0,2, R4 ,1680000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,405,1302,R4, 525 EAST 11TH STREET                      ,10009,1,0,1,0,0,0,2, R4 ,1450000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,405,1304,R4, 525 EAST 11TH STREET                      ,10009,1,0,1,0,0,0,2, R4 ,870000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,405,1310,R4, 525 EAST 11TH STREET                      ,10009,1,0,1,0,0,0,2, R4 ,975000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,405,1319,R4, 525 EAST 11TH   STREET                    ,10009,1,0,1,0,0,0,2, R4 ,850000.0
ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,405,1326,R4, 525 EAST 11TH STREET                      ,10009,1,0,1,0,0,0,2, R4 ,1710000.0
ALPHABET CITY            ,14  RENTALS - 4-10 UNIT                     ,2A,387,133,S3, 650 EAST 6TH   STREET                     ,10009,3,1,4,"1,940","4,140",1920,2, S3 ,2800000.0
ALPHABET CITY            ,14  RENTALS - 4-10 UNIT                     ,2A,391,33,S4, 137 AVENUE C                              ,10009,4,1,5,"1,500","3,540",1900,2, S4 ,2450000.0
ALPHABET CITY            ,14  RENTALS - 4-10 UNIT                     ,2A,393,4,S4, 165 AVENUE B                              ,10009,4,1,5,"2,201","5,608",1900,2, S4 ,3800000.0
ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,375,1105,R1, 753 EAST 5TH STREET                       ,10009,1,0,1,0,0,0,2, R1 ,690000.0
ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,375,1109,R1, 753 EAST 5TH   STREET                     ,10009,1,0,1,0,0,0,2, R1 ,660000.0
ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,377,1002,R1, 366 EAST 8TH STREET                       ,10009,1,0,1,0,0,0,2, R1 ,1642000.0
ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1405,R1, 643 EAST 11 STREET                        ,10009,1,0,1,0,0,2006,2, R1 ,675000.0
ALPHABET CITY            ,17  CONDOPS                                 ,2,389,1003,R9," 99 AVENUE B, 4E                           ",10009,0,0,0,0,0,1901,2, R9 ,910000.0
ALPHABET CITY            ,17  CONDOPS                                 ,2,389,1003,R9," 99 AVENUE B, 3C                           ",10009,0,0,0,0,0,1901,2, R9 ,223993.0
ALPHABET CITY            ,17  CONDOPS                                 ,2,389,1003,R9," 99 AVENUE B, 4A                           ",10009,0,0,0,0,0,1901,2, R9 ,599000.0
ALPHABET CITY            ,17  CONDOPS                                 ,2,389,1003,R9," 99 AVENUE B, 3E                           ",10009,0,0,0,0,0,1901,2, R9 ,905000.0
ALPHABET CITY            ,17  CONDOPS                                 ,2,389,1003,R9," 99 AVENUE B, 2DE                          ",10009,0,0,0,0,0,1901,2, R9 ,1400000.0
ALPHABET CITY            ,22  STORE BUILDINGS                         ,4,378,32,K1, 127 AVENUE D                              ,10009,0,1,1,"2,186","2,186",1910,4, K1 ,1800000.0
ALPHABET CITY            ,22  STORE BUILDINGS                         ,4,402,3,K2, 98 AVENUE A                               ,10009,0,1,1,"8,100","16,200",1925,4, K2 ,15500000.0
ALPHABET CITY            ,29  COMMERCIAL GARAGES                      ,4,377,49,G7, EAST 7TH   STREET                         ,10009,0,0,0,"2,169",0,0,4, G7 ,1957475.0
ALPHABET CITY            ,29  COMMERCIAL GARAGES                      ,4,384,33,G4, 11 AVENUE C                               ,10009,0,1,1,"5,893","1,419",1961,4, G4 ,7000000.0
ALPHABET CITY            ,31  COMMERCIAL VACANT LAND                  ,2,405,44,D1, 537 EAST 11TH   STREET                    ,10009,20,0,20,"2,581","10,296",2013,4, V1 ,2.0
ALPHABET CITY            ,31  COMMERCIAL VACANT LAND                  ,4,406,23,V1, 536 EAST 13TH   STREET                    ,10009,0,0,0,"2,581",0,0,4, V1 ,3275000.0
ALPHABET CITY            ,37  RELIGIOUS FACILITIES                    ,4,387,34,M1, 67 AVENUE C                               ,10009,0,1,1,"2,160","3,050",1951,4, M1 ,2400000.0
ALPHABET CITY            ,37  RELIGIOUS FACILITIES                    ,4,392,4,M1, 149 AVENUE B                              ,10009,2,1,3,"2,139","6,440",1900,4, M1 ,4650000.0
ALPHABET CITY            ,37  RELIGIOUS FACILITIES                    ,4,392,4,M1, 149 AVENUE B                              ,10009,2,1,3,"2,139","6,440",1900,4, M1 ,3200000.0
CHELSEA                  ,                                            ,4,698,1002,RG, 520 WEST 27TH   STREET                    ,10001,0,0,1,0,0,2006,4, RG ,5650000.0
CHELSEA                  ,                                            ,4,698,1003,RG, 520 WEST 27TH   STREET                    ,10001,0,0,1,0,0,2006,4, RG ,28358.0
CHELSEA                  ,                                            ,4,716,1154,RG, 444 WEST 19TH   STREET                    ,10011,0,0,1,0,0,0,4, RG ,75000.0
CHELSEA                  ,                                            ,4,718,1103,RH, 180 10TH   AVENUE                         ,10011,0,0,1,0,0,1931,4, RH ,16000000.0
CHELSEA                  ,                                            ,4,721,1061,RK, 405 WEST 23RD   STREET                    ,10011,0,0,1,0,0,0,4, RK ,775000.0
CHELSEA                  ,                                            ,4,797,1601,RK, 125 WEST 21ST   STREET                    ,10011,0,0,1,0,0,2006,4, RK ,9000000.0
CHELSEA                  ,                                            ,4,800,1101,RK, 110 WEST 25TH   STREET                    ,10001,0,0,1,0,0,0,4, RK ,1750000.0
CHELSEA                  ,                                            ,4,800,1102,RB, 110 WEST 25TH   STREET                    ,10001,0,0,1,0,0,0,4, RB ,1650000.0
CHELSEA                  ,                                            ,4,803,1107,RB, 301-305 7 AVENUE                          ,10001,0,0,1,0,0,0,4, RB ,3700000.0
CHELSEA                  ,01  ONE FAMILY HOMES                        ,1,738,61,A4, 338 WEST 15 STREET                        ,10011,1,0,1,"1,528","2,736",1900,1, A4 ,5400000.0
CHELSEA                  ,01  ONE FAMILY HOMES                        ,1,743,27,A9, 323 WEST 19TH   STREET                    ,10011,1,0,1,"1,894","3,564",1901,1, A9 ,7180000.0
CHELSEA                  ,01  ONE FAMILY HOMES                        ,1,770,21,A9, 233 WEST 20TH                             ,10011,1,0,1,"1,064","1,260",1901,1, A9 ,7935000.0
CHELSEA                  ,01  ONE FAMILY HOMES                        ,1,774,81,A4, 280 WEST 25TH   STREET                    ,10001,1,0,1,937,"3,307",1900,1, A4 ,4000000.0
CHELSEA                  ,01  ONE FAMILY HOMES                        ,1,790,64,A0, 150 WEST 15TH   STREET                    ,10011,1,0,1,"2,000","10,597",1920,1, A0 ,15500000.0
CHELSEA                  ,02  TWO FAMILY HOMES                        ,1,743,17,B3, 343 WEST 19TH STREET                      ,10011,2,0,2,"1,397","4,224",1900,1, B3 ,6990000.0
CHELSEA                  ,03  THREE FAMILY HOMES                      ,1,717,64,C0, 440 WEST 20TH STREET                      ,10011,3,0,3,"1,533","2,880",1901,1, C0 ,4250000.0
CHELSEA                  ,03  THREE FAMILY HOMES                      ,1,745,8,C0, 353 WEST 21ST   STREET                    ,10011,3,0,3,"2,074","3,486",1910,1, C0 ,5867000.0
CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,717,52,C2, 416 WEST 20TH   STREET                    ,10011,5,0,5,"2,248","4,730",1910,2, C2 ,5750000.0
CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,719,45,C5, 402 WEST 22ND   STREET                    ,10011,7,1,8,"1,026","4,788",1900,2, C5 ,3530000.0
CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,719,75,C3, 460 WEST 22ND   STREET                    ,10011,4,0,4,"1,580","3,376",1900,2, C3 ,4600000.0
